name,inputs,size,threshold,threshold_param,threshold_cross,index,size_trim,size_bisim,size_sim,sim_rels,size_sc1,size_sc1_min,size_sc2,size_sc2_min,max_inter,time_bisim,time_sim,time_sc1,time_sc1_min,time_sc2,time_sc2_min,time_total,cancel
nfa_240_2.0_4.ba,15,241,adaptiveStep,5000,68,CCLS,241,241,243,,13465,7,7,7,315454,29723699,45702847,311896155456,,206875872,,312178457874,
nfa_270_2.0_9.ba,16,271,,,,CCLS,271,271,273,,,,,,,30407216,52459686,,,,,82866902,TO
nfa_210_2.0_8.ba,14,211,adaptiveStep,5000,28,CCLS,211,211,213,,11376,6,6,6,125090,27391605,38565113,55275948658,,135767398,,55477672774,
nfa_230_2.0_7.ba,15,231,adaptiveStep,5000,52,CCLS,231,231,233,,13383,4,4,4,220876,25219912,44627225,177878811578,,104426263,,178053084978,
nfa_270_2.0_1.ba,16,271,adaptiveStep,5000,119,CCLS,271,271,273,,12144,5,5,5,654169,31544147,51410045,960004693807,,154412130,,960242060129,
nfa_110_2.0_7.ba,10,111,adaptiveStep,5000,2,CCLS,111,111,113,,6475,6,6,6,9093,11680260,21904288,732865461,,14055039,,780505048,
nfa_60_2.0_9.ba,7,61,adaptiveStep,5000,0,CCLS,61,61,63,,4032,1,1,1,4032,7253579,14599430,71783355,,2602609,,96238973,
nfa_180_2.0_0.ba,13,181,adaptiveStep,5000,13,CCLS,181,181,183,,10379,5,5,5,45506,18573718,35205638,10383776238,,74173245,,10511728839,
nfa_90_2.0_8.ba,9,91,adaptiveStep,5000,1,CCLS,91,91,93,,6725,6,6,6,6725,9638610,17581329,350883072,,15416969,,393519980,
nfa_220_2.0_4.ba,14,221,adaptiveStep,5000,37,CCLS,221,221,223,,14954,6,6,6,196781,30395255,43610843,124077690858,,145046860,,124296743816,
nfa_90_2.0_6.ba,9,91,adaptiveStep,5000,1,CCLS,91,91,93,,6720,6,6,6,6720,9553530,18291500,333379659,,14152420,,375377109,
nfa_70_2.0_8.ba,8,71,adaptiveStep,5000,1,CCLS,71,71,73,,6659,3,3,3,6659,8377930,16191000,175631860,,15486210,,215687000,
nfa_60_2.0_8.ba,7,61,adaptiveStep,5000,0,CCLS,61,61,63,,3627,3,3,3,3627,6947710,14340330,59810640,,2844590,,83943270,
nfa_250_2.0_2.ba,15,251,adaptiveStep,5000,84,CCLS,251,251,253,,11506,11,11,11,460497,30128315,46747841,492363588741,,237909350,,492678374247,
nfa_240_2.0_0.ba,15,241,adaptiveStep,5000,56,CCLS,241,241,243,,12168,6,7,7,315106,32039599,43649384,291220770443,,127159795,,291423619221,
nfa_190_2.0_8.ba,13,191,adaptiveStep,5000,16,CCLS,191,191,193,,13385,13,13,13,72600,18764711,34454411,21866027977,,165708451,,22084955550,
nfa_230_2.0_4.ba,15,231,adaptiveStep,5000,54,CCLS,231,231,233,,11119,9,9,9,263942,31924225,44516024,209904226722,,19499501,,210000166472,
nfa_100_2.0_6.ba,10,101,adaptiveStep,5000,2,CCLS,101,101,103,,6597,4,4,4,7374,10961890,19038422,515366349,,23905342,,569272003,
